customerid,age,salary,balance,marital,education,job,targeted,default,housing,loan,contact,day,month,duration,campaign,response
310,43,100000,0,married,unknown,management,no,no,yes,no,unknown,5,5,1.75,2,no
311,56,50000,353,married,secondary,admin.,yes,no,yes,no,unknown,5,5,1.77,2,no
312,54,60000,851,married,unknown,technician,no,no,yes,no,unknown,5,5,1.8,2,no
313,55,70000,96,divorced,primary,services,yes,no,yes,yes,unknown,5,5,5.18,2,no
314,37,70000,398,divorced,secondary,services,yes,no,yes,yes,unknown,5,5,3.57,2,no
315,33,50000,193,single,tertiary,admin.,no,no,no,no,unknown,5,5,2.2,2,no
316,46,50000,-358,married,secondary,admin.,yes,no,yes,no,unknown,5,5,5.97,2,no
317,36,20000,539,married,secondary,blue-collar,yes,no,yes,yes,unknown,5,5,7.55,2,no
318,51,60000,0,single,secondary,technician,yes,no,yes,no,unknown,5,5,6.07,2,no
319,40,55000,0,single,primary,retired,yes,no,no,no,unknown,5,5,2.27,2,no
320,42,20000,490,married,secondary,blue-collar,yes,no,yes,no,unknown,5,5,6.43,2,no
321,51,20000,0,married,secondary,blue-collar,yes,no,yes,no,unknown,5,5,2.88,2,no
322,49,20000,403,married,unknown,blue-collar,no,no,yes,no,unknown,5,5,4.02,2,no
323,48,100000,161,married,secondary,management,yes,no,yes,no,unknown,5,5,3.73,3,no
324,32,60000,2558,divorced,tertiary,technician,no,no,no,no,unknown,5,5,2.47,2,no
325,31,50000,98,single,secondary,admin.,yes,no,yes,no,unknown,5,5,3.27,2,no
326,55,100000,115,single,tertiary,management,no,no,no,no,unknown,5,5,1.85,4,no
327,40,20000,436,single,secondary,blue-collar,yes,no,yes,no,unknown,5,5,3.85,3,no
328,47,60000,831,married,tertiary,technician,yes,no,yes,no,unknown,5,5,5.27,3,no
329,57,60000,206,married,unknown,technician,no,no,yes,no,unknown,5,5,3.6,3,no
330,41,20000,290,married,secondary,blue-collar,yes,no,yes,no,unknown,5,5,4,2,no
331,48,20000,1,married,secondary,blue-collar,yes,no,no,no,unknown,5,5,11.15,3,no
332,42,20000,57,married,unknown,blue-collar,no,no,yes,no,unknown,5,5,7.08,2,no
333,30,20000,-457,single,secondary,blue-collar,yes,no,yes,no,unknown,5,5,2.38,2,no
334,58,100000,1387,single,tertiary,management,no,no,yes,no,unknown,5,5,2.9,5,no
335,45,100000,24598,divorced,tertiary,management,no,no,yes,no,unknown,5,5,5.22,3,no
336,49,20000,30,married,secondary,blue-collar,yes,no,yes,no,unknown,5,5,2.25,4,no
337,42,50000,1022,single,secondary,admin.,yes,no,yes,no,unknown,5,5,2.43,2,no
338,53,60000,56,married,secondary,technician,yes,no,yes,yes,unknown,5,5,2.53,2,no
339,51,50000,-2,single,secondary,admin.,yes,yes,no,no,unknown,5,5,6.7,3,no
340,32,70000,121,single,secondary,services,yes,no,yes,no,unknown,5,5,3.55,2,no
341,41,20000,842,single,secondary,blue-collar,yes,no,yes,no,unknown,5,5,2.4,3,no
342,43,100000,693,divorced,secondary,management,yes,no,yes,no,unknown,5,5,2.07,3,no
343,40,20000,-333,divorced,secondary,blue-collar,yes,no,yes,no,unknown,5,5,3.05,2,no
344,50,20000,1533,married,primary,blue-collar,yes,no,yes,no,unknown,5,5,5.42,2,no
345,34,100000,46,married,tertiary,management,yes,no,yes,no,unknown,5,5,0.65,4,no
346,53,70000,18,married,unknown,services,no,no,no,no,unknown,5,5,8.38,2,no
347,45,60000,44,married,secondary,technician,yes,no,yes,no,unknown,5,5,1.58,4,no
348,39,20000,-100,married,primary,blue-collar,yes,no,yes,no,unknown,5,5,11.33,2,no
349,44,70000,510,married,tertiary,services,yes,no,yes,no,unknown,5,5,7.02,4,no
350,55,100000,685,married,tertiary,management,yes,no,yes,no,unknown,5,5,2.9,3,no
351,46,100000,187,single,tertiary,management,no,no,yes,no,unknown,5,5,1.88,2,no
352,45,20000,66,married,secondary,blue-collar,yes,no,yes,no,unknown,5,5,13.47,2,no
353,34,50000,560,married,secondary,admin.,yes,no,yes,no,unknown,5,5,3.3,3,no
354,36,20000,0,married,secondary,blue-collar,yes,no,yes,no,unknown,5,5,3.25,2,no
355,59,0,27,divorced,unknown,unknown,no,no,no,no,unknown,5,5,5.78,3,no
356,31,50000,12,single,secondary,admin.,yes,no,yes,no,unknown,5,5,3.47,2,no
357,44,20000,34,single,secondary,blue-collar,yes,no,yes,no,unknown,5,5,6.73,4,no
358,33,120000,1068,single,tertiary,entrepreneur,no,no,yes,no,unknown,5,5,6.6,2,no
359,40,20000,211,married,secondary,blue-collar,yes,no,yes,no,unknown,5,5,3.6,4,no
360,46,50000,377,single,tertiary,admin.,no,no,yes,no,unknown,5,5,1.63,2,no
361,48,100000,263,married,tertiary,management,yes,no,yes,no,unknown,5,5,5.83,2,no
362,42,70000,1263,married,secondary,services,yes,no,yes,no,unknown,6,5,1.9,2,no
363,27,70000,8,married,secondary,services,yes,no,yes,no,unknown,6,5,1.47,3,no
364,48,50000,126,married,secondary,admin.,yes,no,yes,yes,unknown,6,5,6.32,2,no
365,59,50000,230,married,secondary,admin.,yes,no,yes,no,unknown,6,5,3.17,3,no
366,46,60000,841,married,tertiary,technician,yes,no,yes,no,unknown,6,5,2.63,1,no
367,38,50000,308,divorced,secondary,admin.,yes,no,yes,no,unknown,6,5,1.7,1,no
368,43,100000,1,divorced,tertiary,management,no,no,yes,no,unknown,6,5,5.1,1,no
369,38,50000,86,divorced,tertiary,admin.,no,no,yes,no,unknown,6,5,3.63,1,no
370,23,4000,157,single,secondary,student,yes,no,yes,no,unknown,6,5,0.9,1,no
371,34,70000,22,married,secondary,services,yes,no,yes,no,unknown,6,5,5.73,1,no
372,38,50000,46,married,secondary,admin.,yes,no,yes,yes,unknown,6,5,3.25,1,no
373,37,20000,1293,married,secondary,blue-collar,yes,no,no,no,unknown,6,5,10.87,1,no
374,25,50000,122,single,secondary,admin.,yes,no,yes,no,unknown,6,5,4.77,1,no
375,48,20000,131,married,unknown,blue-collar,no,no,yes,no,unknown,6,5,3.15,1,no
376,49,20000,143,single,secondary,blue-collar,yes,no,yes,no,unknown,6,5,1.38,1,no
377,38,50000,393,single,secondary,admin.,yes,no,no,no,unknown,6,5,3.07,2,no
378,43,20000,98,married,primary,blue-collar,yes,no,yes,no,unknown,6,5,3.92,1,no
379,33,100000,0,married,tertiary,management,yes,no,yes,no,unknown,6,5,4.83,1,no
380,55,20000,224,married,secondary,blue-collar,yes,no,yes,no,unknown,6,5,3.87,1,no
381,38,20000,757,married,secondary,blue-collar,yes,no,yes,no,unknown,6,5,2.22,1,no
382,49,70000,245,married,secondary,services,yes,no,yes,yes,unknown,6,5,5.3,1,no
383,40,100000,8486,married,secondary,management,yes,no,no,no,unknown,6,5,4.33,3,no
384,43,50000,350,married,unknown,admin.,no,no,no,no,unknown,6,5,7.28,1,no
385,38,20000,20,married,secondary,blue-collar,yes,no,yes,no,unknown,6,5,6.7,1,no
386,58,70000,1667,married,secondary,services,yes,no,yes,yes,unknown,6,5,1.42,1,no
387,57,60000,345,married,unknown,technician,no,no,yes,no,unknown,6,5,2.08,1,no
388,32,8000,10,married,secondary,unemployed,yes,no,yes,no,unknown,6,5,8.35,4,no
389,56,100000,830,married,tertiary,management,yes,no,yes,yes,unknown,6,5,20.02,1,yes
390,58,20000,29,divorced,unknown,blue-collar,no,no,yes,no,unknown,6,5,4.22,1,no
391,60,55000,545,divorced,secondary,retired,yes,no,yes,no,unknown,6,5,17.17,1,yes
392,37,60000,8730,married,tertiary,technician,yes,no,yes,no,unknown,6,5,2.48,1,no
393,46,60000,477,divorced,tertiary,technician,no,no,yes,no,unknown,6,5,1.9,1,no
394,27,50000,4,married,secondary,admin.,yes,no,yes,no,unknown,6,5,4.05,1,no
395,43,20000,1205,married,secondary,blue-collar,yes,no,yes,no,unknown,6,5,12.82,2,no
396,32,60000,0,single,secondary,technician,yes,no,yes,yes,unknown,6,5,2.25,3,no
397,40,50000,263,single,secondary,admin.,yes,no,yes,no,unknown,6,5,3.85,1,no
398,38,50000,1,married,secondary,admin.,yes,no,no,no,unknown,6,5,1.27,1,no
399,34,20000,283,married,secondary,blue-collar,yes,no,no,yes,unknown,6,5,3.32,1,no
400,47,20000,206,married,primary,blue-collar,yes,no,yes,no,unknown,6,5,2.53,1,no
401,42,16000,17,married,primary,housemaid,yes,no,yes,no,unknown,6,5,2.07,1,no
402,48,60000,141,married,secondary,technician,yes,no,yes,yes,unknown,6,5,7.07,1,no
403,29,60000,16,single,tertiary,self-employed,no,no,yes,no,unknown,6,5,0.72,1,no
404,50,70000,206,married,secondary,services,yes,no,yes,no,unknown,6,5,2.57,1,no
405,52,60000,7,married,unknown,technician,no,no,no,no,unknown,6,5,3.38,2,no
406,50,100000,0,married,tertiary,management,yes,no,no,no,unknown,6,5,5.43,1,no
407,58,55000,0,married,tertiary,retired,yes,no,no,no,unknown,6,5,6.55,1,no
408,46,20000,1927,divorced,primary,blue-collar,yes,no,yes,no,unknown,6,5,4.02,3,no
409,38,60000,284,married,secondary,technician,yes,no,yes,no,unknown,6,5,8.05,1,no
410,46,20000,1660,married,secondary,blue-collar,yes,no,yes,no,unknown,6,5,4.32,1,no
411,32,70000,406,single,secondary,services,yes,no,yes,no,unknown,6,5,3.78,1,no
412,51,20000,230,married,primary,blue-collar,yes,no,yes,no,unknown,6,5,11.22,1,no
413,39,50000,-25,single,secondary,admin.,yes,no,yes,no,unknown,6,5,9.6,1,no
414,48,50000,182,married,secondary,admin.,yes,no,yes,no,unknown,6,5,3,2,no
415,36,120000,1169,married,tertiary,entrepreneur,yes,no,yes,no,unknown,6,5,2.8,2,no
416,34,50000,67,divorced,secondary,admin.,yes,no,yes,no,unknown,6,5,1.5,1,no
417,40,60000,77,married,secondary,technician,yes,no,no,no,unknown,6,5,8.42,1,no
418,43,8000,0,married,secondary,unemployed,yes,no,yes,no,unknown,6,5,4.08,1,no
419,52,20000,55,divorced,primary,blue-collar,yes,no,yes,yes,unknown,6,5,3.1,1,no
420,33,60000,72,married,secondary,technician,yes,yes,yes,no,unknown,6,5,10.38,1,no
421,49,100000,163,single,tertiary,management,no,no,yes,no,unknown,6,5,8.27,3,no
422,32,100000,151,single,tertiary,management,no,no,yes,no,unknown,6,5,1.97,1,no
423,39,50000,113,single,secondary,admin.,yes,no,yes,no,unknown,6,5,5.7,1,no
424,40,20000,0,married,secondary,blue-collar,yes,no,yes,no,unknown,6,5,3.75,1,no
425,38,60000,9,single,tertiary,technician,no,no,yes,no,unknown,6,5,3.08,3,no
426,43,100000,375,married,secondary,management,yes,no,yes,no,unknown,6,5,3.27,2,no
427,39,70000,1142,married,secondary,services,yes,no,yes,no,unknown,6,5,4.6,1,no
428,54,20000,2102,married,primary,blue-collar,yes,no,yes,no,unknown,6,5,1.27,1,no
429,38,60000,4325,single,tertiary,technician,no,no,yes,no,unknown,6,5,1.45,1,no
430,40,20000,217,married,secondary,blue-collar,yes,no,yes,no,unknown,6,5,3.25,1,no
431,55,50000,131,married,secondary,admin.,yes,no,yes,no,unknown,6,5,12.4,1,no
432,42,100000,1680,married,tertiary,management,yes,no,yes,no,unknown,6,5,12.75,1,no
433,39,20000,0,married,secondary,blue-collar,yes,no,yes,no,unknown,6,5,4.37,1,no
434,40,20000,46,married,primary,blue-collar,yes,no,yes,no,unknown,6,5,1.98,1,no
435,32,20000,320,married,secondary,blue-collar,yes,no,yes,no,unknown,6,5,3.3,2,no
436,55,50000,183,married,secondary,admin.,yes,no,yes,no,unknown,6,5,2.5,1,no
437,45,20000,39,married,secondary,blue-collar,yes,no,no,no,unknown,6,5,4.02,1,no
438,35,100000,560,single,tertiary,management,no,no,yes,no,unknown,6,5,3.02,1,no
439,58,60000,469,divorced,secondary,technician,yes,no,no,no,unknown,6,5,3.27,1,no
440,35,50000,530,married,secondary,admin.,yes,no,yes,no,unknown,6,5,2.48,1,no
441,49,70000,61,married,primary,services,yes,no,yes,no,unknown,6,5,4.1,1,no
442,34,60000,242,single,tertiary,technician,no,no,yes,no,unknown,6,5,1.87,1,no
443,36,20000,139,married,secondary,blue-collar,yes,no,yes,no,unknown,6,5,5.15,2,no
444,24,60000,0,single,secondary,self-employed,yes,no,yes,no,unknown,6,5,4.63,1,no
445,34,60000,367,married,secondary,technician,yes,no,yes,no,unknown,6,5,2.33,1,no
446,51,50000,228,divorced,secondary,admin.,yes,no,yes,no,unknown,6,5,2.27,1,no
447,39,60000,45248,single,unknown,technician,no,no,yes,no,unknown,6,5,27.05,1,yes
448,50,60000,-84,married,unknown,self-employed,no,no,yes,no,unknown,6,5,1.68,1,no
449,32,70000,310,single,secondary,services,yes,no,yes,no,unknown,6,5,2.4,1,no
450,42,20000,132,married,unknown,blue-collar,no,no,yes,no,unknown,6,5,3.97,1,no
451,50,60000,797,married,secondary,technician,yes,no,yes,no,unknown,6,5,5.9,1,no
452,40,70000,71,married,secondary,services,yes,no,no,no,unknown,6,5,1.32,1,no
453,46,100000,2,divorced,unknown,management,no,no,yes,no,unknown,6,5,3.12,1,no
454,37,100000,231,married,tertiary,management,yes,no,yes,yes,unknown,6,5,7.52,2,no
455,34,20000,270,married,secondary,blue-collar,yes,no,yes,yes,unknown,6,5,2.65,1,no
456,44,20000,274,married,secondary,blue-collar,yes,no,yes,yes,unknown,6,5,6.82,1,no
457,40,50000,-109,single,secondary,admin.,yes,no,yes,yes,unknown,6,5,2.83,1,no
458,37,60000,1,married,secondary,technician,yes,no,yes,no,unknown,6,5,10.13,1,yes
459,33,20000,-60,single,secondary,blue-collar,yes,yes,no,no,unknown,6,5,4.05,1,no
460,35,20000,89,married,secondary,blue-collar,yes,no,yes,no,unknown,6,5,2.42,2,no
461,58,20000,-11,divorced,secondary,blue-collar,yes,no,no,no,unknown,6,5,1.87,1,no
462,39,20000,0,married,primary,blue-collar,yes,no,yes,no,unknown,6,5,4.37,2,no
463,43,20000,-509,married,secondary,blue-collar,yes,no,yes,no,unknown,6,5,2.07,1,no
464,39,8000,408,married,primary,unemployed,yes,no,yes,no,unknown,6,5,0.88,1,no
465,36,70000,58,single,primary,services,yes,no,yes,no,unknown,6,5,2.23,1,no
466,57,55000,1640,single,secondary,retired,yes,no,no,yes,unknown,6,5,3.4,4,no
467,36,50000,20,single,secondary,admin.,yes,no,yes,no,unknown,6,5,3.1,1,no
468,50,20000,71,married,primary,blue-collar,yes,no,yes,no,unknown,6,5,11.3,1,no
469,55,20000,52,married,secondary,blue-collar,yes,no,yes,no,unknown,6,5,3.03,1,no
470,44,60000,292,married,tertiary,self-employed,yes,no,yes,no,unknown,6,5,2.7,1,no
471,44,70000,424,divorced,secondary,services,yes,no,yes,no,unknown,6,5,0.45,1,no
472,39,16000,109,single,primary,housemaid,yes,no,yes,no,unknown,6,5,11.65,3,no
473,46,20000,1044,married,unknown,blue-collar,no,no,yes,no,unknown,6,5,0.72,1,no
474,39,20000,983,married,secondary,blue-collar,yes,no,yes,no,unknown,6,5,1.62,1,no
475,34,50000,869,married,secondary,admin.,yes,no,no,no,unknown,6,5,27.95,1,yes
476,40,20000,668,married,primary,blue-collar,yes,no,yes,no,unknown,6,5,4.72,2,no
477,50,100000,964,married,tertiary,management,yes,no,yes,no,unknown,6,5,5.38,1,no
478,31,100000,301,single,secondary,management,yes,no,yes,no,unknown,6,5,1.37,1,no
479,37,50000,140,single,secondary,admin.,yes,no,yes,no,unknown,6,5,5.17,1,no
480,39,100000,1877,single,secondary,management,yes,no,yes,no,unknown,6,5,3.08,1,no
481,51,20000,1127,married,primary,blue-collar,yes,no,yes,no,unknown,6,5,0.78,1,no
482,41,60000,871,married,secondary,technician,yes,no,yes,no,unknown,6,5,2.42,1,no
483,41,60000,767,married,secondary,technician,yes,no,yes,yes,unknown,6,5,3.4,1,no
484,43,20000,0,married,secondary,blue-collar,yes,no,no,no,unknown,6,5,3.12,1,no
485,30,70000,209,single,secondary,services,yes,no,yes,no,unknown,6,5,0.5,2,no
486,54,100000,0,divorced,primary,management,yes,no,no,no,unknown,6,5,7.87,1,no
487,43,20000,110,divorced,secondary,blue-collar,yes,no,yes,yes,unknown,6,5,7.47,1,no
488,59,100000,-76,divorced,tertiary,management,no,no,yes,yes,unknown,6,5,4.4,1,no
489,47,60000,178,married,unknown,technician,no,no,yes,no,unknown,6,5,2.82,1,no
490,40,20000,-66,married,primary,blue-collar,yes,no,yes,no,unknown,6,5,4.8,1,no
491,32,60000,0,married,secondary,technician,yes,no,yes,no,unknown,6,5,2.93,2,no
492,29,20000,1,married,secondary,blue-collar,yes,no,yes,no,unknown,6,5,3.58,1,no
493,36,20000,0,married,secondary,blue-collar,yes,no,yes,no,unknown,6,5,5.62,1,no
494,55,8000,5345,married,tertiary,unemployed,yes,no,no,no,unknown,6,5,4.63,1,no
495,30,20000,-209,divorced,secondary,blue-collar,yes,no,yes,no,unknown,6,5,3.13,2,no
496,39,50000,0,single,secondary,admin.,yes,no,yes,no,unknown,6,5,2.9,2,no
497,39,20000,42,divorced,secondary,blue-collar,yes,no,yes,no,unknown,6,5,3.77,2,no
498,50,20000,41,divorced,secondary,blue-collar,yes,no,yes,no,unknown,6,5,3.17,1,no
499,44,20000,-99,married,secondary,blue-collar,yes,no,yes,no,unknown,6,5,1.85,2,no
500,37,60000,17,single,secondary,technician,yes,no,yes,no,unknown,6,5,2.73,1,no
501,46,50000,276,married,primary,admin.,yes,no,yes,yes,unknown,6,5,2.62,2,no
502,32,60000,-170,single,unknown,technician,no,no,no,no,unknown,6,5,0.77,1,no
503,37,100000,230,single,tertiary,management,no,no,yes,yes,unknown,6,5,6.23,1,no
504,29,20000,9,married,secondary,blue-collar,yes,no,yes,no,unknown,6,5,5.82,1,no
505,41,20000,946,married,secondary,blue-collar,yes,no,yes,no,unknown,6,5,5.42,1,no
506,45,20000,1297,married,primary,blue-collar,yes,no,yes,no,unknown,6,5,3.88,2,no
507,57,55000,-331,divorced,secondary,retired,yes,no,yes,no,unknown,6,5,8.85,1,no
508,48,20000,44,single,secondary,blue-collar,yes,no,yes,no,unknown,6,5,2.55,1,no
509,60,55000,15,married,secondary,retired,yes,yes,no,no,unknown,6,5,1.33,1,no
510,26,50000,712,single,secondary,admin.,yes,no,yes,no,unknown,6,5,3.87,1,no
511,58,55000,5435,married,secondary,retired,yes,no,yes,no,unknown,6,5,1.97,1,no
512,34,50000,507,married,secondary,admin.,yes,no,yes,no,unknown,6,5,3.17,1,no
513,55,8000,387,divorced,secondary,unemployed,yes,no,yes,no,unknown,6,5,15.3,1,yes
514,41,20000,0,married,primary,blue-collar,yes,no,yes,yes,unknown,6,5,3.97,1,no
515,50,100000,1716,divorced,secondary,management,yes,no,yes,no,unknown,6,5,1.37,1,no
516,49,120000,167,married,secondary,entrepreneur,yes,no,yes,yes,unknown,6,5,3.3,3,no
517,44,50000,40,married,unknown,admin.,no,no,no,yes,unknown,6,5,2.67,2,no
518,44,20000,148,married,primary,blue-collar,yes,no,yes,no,unknown,6,5,3.52,1,no
519,31,60000,17,married,secondary,technician,yes,no,yes,yes,unknown,6,5,2,1,no
520,34,20000,1011,single,tertiary,blue-collar,no,no,yes,no,unknown,6,5,2.27,1,no
521,46,100000,1527,single,unknown,management,no,no,yes,no,unknown,6,5,4.48,1,no
522,42,100000,744,married,tertiary,management,yes,no,no,no,unknown,6,5,2.62,1,no
523,52,50000,484,married,secondary,admin.,yes,no,yes,no,unknown,6,5,2.13,1,no
524,29,100000,0,single,tertiary,management,no,no,yes,no,unknown,6,5,3.52,1,no
525,53,55000,136,married,primary,retired,yes,no,yes,no,unknown,6,5,4.45,2,no
526,43,20000,1335,married,secondary,blue-collar,yes,no,yes,no,unknown,6,5,6.18,2,no
527,38,100000,517,married,secondary,management,yes,no,yes,no,unknown,6,5,4.8,2,no
528,46,100000,459,married,tertiary,management,yes,no,yes,no,unknown,6,5,3.68,1,no
529,48,100000,549,divorced,unknown,management,no,no,yes,no,unknown,6,5,7.12,1,no
530,30,50000,83,divorced,secondary,admin.,yes,no,yes,yes,unknown,6,5,5.17,1,no
531,44,20000,213,married,primary,blue-collar,yes,no,no,no,unknown,6,5,2.63,1,no
532,31,16000,203,married,primary,housemaid,yes,no,yes,no,unknown,6,5,10.07,3,no
533,42,70000,518,single,secondary,services,yes,no,yes,no,unknown,6,5,3.3,1,no
534,40,100000,3877,single,tertiary,management,no,no,yes,no,unknown,6,5,2.42,1,no
535,52,50000,1236,married,secondary,admin.,yes,no,yes,no,unknown,6,5,4.12,1,no
536,45,20000,756,divorced,secondary,blue-collar,yes,no,yes,no,unknown,6,5,2.98,2,no
537,48,20000,157,married,secondary,blue-collar,yes,no,yes,no,unknown,6,5,1.22,1,no
538,45,20000,-66,married,primary,blue-collar,yes,no,yes,no,unknown,6,5,4.38,2,no
539,34,20000,245,married,unknown,blue-collar,no,no,yes,no,unknown,6,5,0.22,1,no
540,34,20000,-144,married,primary,blue-collar,yes,no,yes,no,unknown,6,5,1.32,2,no
541,46,20000,71,married,secondary,blue-collar,yes,no,yes,no,unknown,6,5,6.93,1,no
542,49,70000,505,divorced,secondary,services,yes,no,yes,no,unknown,6,5,2.7,1,no
543,50,60000,249,married,primary,technician,yes,no,yes,no,unknown,6,5,2.15,1,no
544,34,50000,0,single,secondary,admin.,yes,no,yes,no,unknown,6,5,2.5,1,no
545,40,8000,11,single,secondary,unemployed,yes,no,yes,no,unknown,6,5,0.72,1,no
546,36,50000,639,married,secondary,admin.,yes,no,yes,no,unknown,6,5,3.18,1,no
547,59,20000,124,divorced,unknown,blue-collar,no,no,yes,no,unknown,6,5,0.43,1,no
548,45,20000,82,married,secondary,blue-collar,yes,no,yes,no,unknown,6,5,4.17,1,no
549,36,60000,107,married,tertiary,self-employed,yes,no,yes,no,unknown,6,5,2.43,1,no
550,56,70000,473,married,secondary,services,yes,no,yes,no,unknown,6,5,6.93,1,no
551,42,70000,372,divorced,secondary,services,yes,no,yes,yes,unknown,6,5,2.02,2,no
552,30,50000,46,married,secondary,admin.,yes,no,yes,no,unknown,6,5,1.9,2,no
553,30,4000,34,single,tertiary,student,no,no,yes,no,unknown,6,5,4.82,1,no
554,47,60000,935,married,unknown,self-employed,no,no,yes,no,unknown,6,5,3.75,1,no
555,33,20000,-10,married,secondary,blue-collar,yes,no,yes,no,unknown,6,5,2.05,1,no
556,36,50000,-106,married,secondary,admin.,yes,no,yes,no,unknown,6,5,2.17,2,no
557,39,70000,471,divorced,primary,services,yes,no,yes,no,unknown,6,5,2.68,2,no
558,56,50000,778,divorced,secondary,admin.,yes,no,yes,no,unknown,6,5,2.48,2,no
559,39,20000,170,divorced,unknown,blue-collar,no,no,yes,no,unknown,6,5,4.47,2,no
560,42,60000,315,married,secondary,technician,yes,no,yes,no,unknown,6,5,4.32,2,no
561,52,20000,3165,married,secondary,blue-collar,yes,no,no,no,unknown,6,5,0.43,1,no
562,36,50000,131,divorced,secondary,admin.,yes,no,yes,no,unknown,6,5,2.55,1,no
563,35,120000,204,married,secondary,entrepreneur,yes,yes,yes,no,unknown,6,5,7.07,2,no
564,47,60000,83,married,secondary,technician,yes,no,yes,no,unknown,6,5,2.98,2,no
